256 23164
0.6159384615384612 0.788292307692306 0.7950307692307661 0.798384615384612 0.7925230769230751 0.7988615384615352 0.7944923076923053 0.7948615384615364 0.7991692307692282 0.8017999999999974 0.7974461538461507 0.8010615384615352 0.8028923076923041 0.7973538461538437 0.8029076923076888 0.8040615384615356 0.7997692307692272 0.8129384615384574 0.8134769230769187 0.8202769230769178 0.8199846153846102 0.8217692307692256 0.8249384615384553 0.8268769230769171 0.8260769230769168 0.8369076923076846 0.8264307692307621 0.8337999999999925 0.8379230769230682 0.8333692307692233 0.8363076923076843 0.8356461538461458 0.8362615384615308 0.8382615384615308 0.8367230769230691 0.8356923076922999 0.8359538461538382 0.8360461538461461 0.8360307692307615 0.8334615384615306 0.8355999999999921 0.8344615384615303 0.8337846153846077 0.8348615384615311 0.8360153846153765 0.8374307692307617 0.8368615384615308 0.8370307692307615 0.8365384615384537 0.8392615384615304 0.834969230769223 0.8350153846153769 0.8370769230769151 0.8360461538461459 0.8361230769230692 0.8391692307692228 0.8371538461538383 0.832984615384608 0.8358307692307616 0.8367692307692227 0.8341538461538388 0.8352461538461464 0.8355076923076847 0.8352461538461466 0.8388307692307616 0.8396153846153769 0.8326769230769157 0.8311230769230692 0.8335230769230698 0.8350153846153773 0.834046153846146 0.8351846153846073 0.8383384615384533 0.8343384615384541 0.8326461538461464 0.8352461538461466 0.8350923076922995 0.8384461538461457 0.8364923076923001 0.833615384615377 0.8340769230769156 0.8336615384615309 0.8358923076922997 0.8363076923076849 0.8358615384615309 0.8344769230769156 0.8342461538461461 0.8356153846153765 0.8323076923076848 0.8372461538461462 0.8353230769230697 0.8338153846153769 0.8359384615384541 0.8367384615384535 0.8350769230769155 0.8347999999999925 0.838630769230761 0.8342153846153768 0.8342769230769158 0.8322769230769163 0.8327384615384539 0.8352615384615311 0.8351538461538384 0.8341538461538385 0.835015384615377 0.8374153846153768 0.8342153846153767 0.8387846153846076 0.8363538461538383 0.835723076923069 0.8333384615384541 0.8345846153846076 0.8346461538461463 0.8380153846153767 0.8343692307692231 0.834661538461531 0.8371846153846074 0.8373692307692231 0.8355999999999927 0.8350307692307618 0.8388769230769154 0.837523076923069 0.8357230769230691 0.8321692307692231 0.8360461538461463 0.8377384615384538 0.8370461538461463 0.8350923076923004 0.8336769230769157 0.8345384615384539 0.8340153846153773 0.836415384615377 0.8373076923076843 0.8378153846153769 0.8333230769230695 0.8379230769230692 0.8321384615384539 0.8360615384615305 0.8383692307692228 0.8363230769230695 0.8362307692307618 0.8354461538461461 0.835999999999992 0.8345692307692235 0.8334923076923001 0.8360923076923003 0.8323999999999921 0.8348769230769156 0.835769230769223 0.8334307692307621 0.8387999999999926 0.834215384615377 0.8341846153846079 0.8356461538461463 0.8348153846153766 0.8348153846153773 0.836307692307685 0.8378461538461458 0.8338307692307613 0.8342923076923001 0.8379846153846079 0.8347999999999923 0.8360923076923 0.8335538461538387 0.8347846153846078 0.8347999999999923 0.8329999999999925 0.8377230769230692 0.8361846153846074 0.8341230769230689 0.8349846153846076 0.8351999999999924 0.8386153846153767 0.8323076923076846 0.8341384615384538 0.8320153846153768 0.8338461538461461 0.8335384615384538 0.8320307692307621 0.8349846153846079 0.8363692307692232 0.8337846153846072 0.8356307692307617 0.8341384615384541 0.8318615384615308 0.8398923076922997 0.8363384615384537 0.8335692307692231 0.8356923076922999 0.8319999999999929 0.8358923076922997 0.8369384615384535 0.8339999999999926 0.8357999999999921 0.8349692307692232 0.8319692307692236 0.8346461538461458 0.8356769230769154 0.8364615384615304 0.8370769230769157 0.8322923076923003 0.8360461538461461 0.8293384615384541 0.8348615384615307 0.8368615384615311 0.838153846153838 0.8362307692307616 0.8332615384615308 0.8305846153846079 0.833907692307685 0.8343692307692236 0.8335538461538384 0.836369230769223 0.8322769230769155 0.7811076923076885 0.8637230769230588 0.8666923076922891 0.8615384615384432 0.8619076923076742 0.8642769230769046 0.8656615384615197 0.8647846153845968 0.8623999999999817 0.8650923076922893 0.8628769230769047 0.8644923076922889 0.8670769230769048 0.8675384615384429 0.8659076923076737 0.8637999999999819 0.8625230769230583 0.8611846153845972 0.8656307692307509 0.8594923076922893 0.8671076923076741 0.8605384615384436 0.8615846153845974 0.8636461538461355 0.8633384615384435 0.8666461538461355 0.8653538461538277 0.859476923076905 0.8651538461538278 0.8666153846153659 0.864353846153828 0.8666461538461353 0.8644461538461351 0.863707692307674 0.8643999999999822 0.8671538461538274 0.8686153846153658 0.8615538461538278 0.8667384615384429 0.8683230769230581 0.8655076923076742
311 26312
0.5982615384615378 0.7837230769230715 0.8373384615384539 0.8337076923076847 0.835815384615377 0.8354615384615305 0.8363384615384535 0.8351076923076843 0.8355230769230689 0.8322307692307622 0.8376307692307613 0.8351384615384542 0.8354153846153767 0.8377230769230691 0.8384153846153767 0.8315692307692228 0.8336461538461462 0.8361538461538386 0.8385384615384537 0.8310307692307619 0.8372615384615301 0.8332923076923 0.8394615384615306 0.8347999999999923 0.8370923076922996 0.8357846153846077 0.8142923076923018 0.9215076923076814 0.928830769230758 0.9253999999999887 0.9211846153846044 0.9268153846153732 0.9284307692307577 0.9233692307692194 0.9260923076922964 0.9224615384615277 0.9248461538461425 0.9261384615384504 0.9198615384615274 0.922799999999989 0.9255692307692193 0.9193538461538353 0.9253538461538349 0.9224307692307582 0.9254461538461426 0.9272153846153733 0.9267230769230653 0.9275999999999889 0.923630769230758 0.925984615384604 0.9248923076922965 0.9272615384615273 0.9275846153846041 0.9250153846153732 0.9221230769230662 0.9255538461538348 0.9232461538461427 0.9256307692307582 0.9236923076922967 0.9286923076922963 0.9233999999999886 0.9276461538461427 0.9280769230769114 0.9276923076922965 0.9262153846153733 0.9255999999999889 0.9259076923076812 0.9269384615384502 0.9221999999999894 0.9258769230769117 0.9197538461538349 0.9219692307692197 0.925107692307681 0.9259846153846042 0.9196307692307583 0.9268769230769119 0.925199999999989 0.9268615384615271 0.9242615384615271 0.9264307692307578 0.9251538461538347 0.9223230769230657 0.9235999999999888 0.924815384615373 0.923630769230758 0.927461538461527 0.9235384615384507 0.9272153846153732 0.9266615384615271 0.9262153846153734 0.922076923076912 0.922446153846143 0.9263538461538345 0.9264461538461424 0.9268307692307577 0.9252923076922965 0.9288615384615273 0.9275230769230656 0.9194153846153734 0.9213999999999892 0.9239692307692196 0.9248615384615276 0.9241384615384504 0.9262615384615275 0.9264615384615273 0.925553846153835 0.9274769230769117 0.9256923076922965 0.9182615384615279 0.9277384615384501 0.9229230769230659 0.9248461538461429 0.9242615384615273 0.925353846153835 0.9233999999999891 0.927584615384604 0.9237846153846045 0.922661538461527 0.9267846153846042 0.9262615384615276 0.9234307692307582 0.9243538461538351 0.9275999999999887 0.9266461538461426 0.928907692307681 0.9254461538461424 0.9284461538461426 0.9247692307692196 0.9260769230769118 0.9266615384615274 0.9231076923076814 0.9250615384615275 0.9291692307692191 0.9274153846153733 0.9271692307692193 0.9274923076922962 0.926123076923066 0.9261692307692194 0.9270923076922964 0.9232769230769119 0.922523076923066 0.9231384615384504 0.9259999999999888 0.9260923076922963 0.9251846153846043 0.9289692307692193 0.9274923076922965 0.9233692307692194 0.9277692307692194 0.9219999999999889 0.9236307692307585 0.92356923076922 0.9272153846153735 0.9293076923076808 0.9271692307692193 0.9209538461538354 0.9240769230769117 0.9278153846153732 0.9249076923076812 0.9259538461538349 0.9282461538461425 0.927784615384604 0.9251076923076809 0.9250923076922964 0.9242615384615274 0.9240615384615272 0.927707692307681 0.9247230769230658 0.922584615384604 0.9300153846153728 0.9220769230769125 0.9218769230769119 0.9224153846153735 0.9263230769230654 0.9266461538461426 0.9257230769230655 0.923476923076912 0.9271692307692195 0.9204153846153735 0.9274615384615272 0.9275538461538348 0.9230307692307582 0.9211538461538352 0.9286923076922962 0.9176461538461433 0.9265846153846041 0.9266461538461427 0.9232461538461425 0.926384615384604 0.9247692307692195 0.9271538461538348 0.9217692307692196 0.9267230769230657 0.9262769230769117 0.9257846153846041 0.9245846153846037 0.9279384615384504 0.9266615384615272 0.9266153846153735 0.9267692307692195 0.9252923076922965 0.922876923076912 0.9249692307692198 0.9249076923076812 0.9266769230769117 0.9240153846153734 0.9239384615384503 0.9235230769230659 0.9253538461538346 0.923584615384604 0.9219076923076812 0.9266153846153733 0.9204153846153735 0.927261538461527 0.9252923076922965 0.9225384615384505 0.9271999999999889 0.9245538461538351 0.9275846153846041 0.9249999999999888 0.9253230769230655 0.9259538461538349 0.9262923076922963 0.9252461538461426 0.9235384615384503 0.9229230769230661 0.9280769230769118 0.9261999999999888 0.9245692307692194 0.9259076923076811 0.9285384615384503 0.926507692307681 0.9246307692307579 0.9258153846153732 0.9237384615384504 0.9261692307692194 0.9250923076922963 0.9257692307692196 0.9262615384615273 0.9268307692307581 0.9259230769230655 0.9234923076922965 0.926184615384604 0.9270153846153731 0.9233999999999891 0.922061538461527 0.9278923076922964 0.9255846153846041 0.9261538461538349 0.9205846153846042 0.9264461538461426 0.9260153846153734 0.9234153846153735 0.9225230769230655 0.9260923076922964 0.9269230769230654 0.9255384615384504 0.9227692307692197 0.920153846153835 0.9277076923076809 0.922676923076912 0.9257692307692194 0.9277076923076811 0.9255692307692192 0.9263692307692194 0.9225692307692193 0.9234307692307582 0.9285076923076808 0.9247538461538348 0.9276769230769116 0.9241230769230658 0.9263230769230654 0.9239999999999887 0.9245230769230659 0.9261230769230657 0.9247076923076815 0.9268923076922962 0.9220769230769117 0.927261538461527 0.9249999999999886 0.9244153846153735 0.9264769230769118 0.9259538461538348 0.9255692307692196 0.9278923076922964 0.9273076923076811 0.9245846153846041 0.9280461538461422 0.9259999999999886 0.9287230769230654 0.9252153846153733 0.9202769230769118 0.9272461538461427 0.9292153846153735 0.9238307692307585 0.9228923076922965 0.9242307692307576 0.9266769230769117 0.9223076923076816 0.9226307692307584 0.9248461538461427 0.922246153846143 0.9290769230769115 0.9235692307692197 0.9247230769230655 0.9260923076922961 0.9270153846153735 0.9232615384615273 0.9253999999999889 0.9253230769230655
504 43844
0.6037384615384616 0.6755538461538447 0.8267076923076826 0.8258769230769125 0.8278153846153757 0.8270615384615275 0.8280461538461443 0.8260461538461449 0.8293384615384513 0.8263999999999906 0.8295384615384528 0.8262923076922983 0.8281384615384513 0.826569230769222 0.8256615384615293 0.8226461538461443 0.8285230769230678 0.8237538461538375 0.8248615384615297 0.8249538461538374 0.8309384615384506 0.830892307692297 0.8323538461538358 0.8265692307692226 0.8248153846153756 0.832107692307682 0.8311846153846055 0.8263230769230671 0.8271230769230667 0.8255846153846058 0.8219384615384523 0.83113846153845 0.833353846153836 0.8286923076922985 0.8247538461538372 0.8280769230769124 0.8250307692307604 0.8316769230769119 0.8274769230769136 0.8255692307692204 0.8355538461538353 0.8246461538461447 0.8319076923076824 0.8269230769230671 0.825815384615375 0.8261230769230672 0.821892307692298 0.8293076923076829 0.8309999999999896 0.8259384615384523 0.8240153846153759 0.8297076923076825 0.8281230769230667 0.8291692307692209 0.8243538461538357 0.8274307692307596 0.828923076923067 0.8289230769230662 0.8322307692307596 0.8273076923076832 0.8257692307692204 0.824492307692298 0.8307999999999895 0.8330307692307592 0.8278615384615284 0.8293230769230668 0.8314615384615281 0.8287384615384524 0.8279076923076817 0.8273076923076824 0.8267384615384517 0.8300615384615277 0.8280615384615289 0.827015384615375 0.8268307692307596 0.8312307692307584 0.8281230769230669 0.833876923076913 0.8276923076922977 0.8234769230769134 0.8307076923076813 0.8323538461538347 0.8215076923076838 0.8255538461538363 0.8324461538461434 0.8261384615384522 0.8302615384615282 0.8299999999999899 0.822323076923067 0.8280153846153749 0.8276615384615293 0.8297538461538354 0.8279538461538367 0.8266769230769146 0.8268153846153745 0.8255076923076827 0.8280769230769128 0.8329999999999889 0.8259384615384529 0.8340923076922974 0.8288769230769125 0.8263692307692204 0.8301846153846056 0.8208461538461445 0.8308615384615292 0.8310923076922975 0.8274307692307602 0.8261230769230666 0.8267538461538362 0.8294461538461434 0.8298307692307598 0.8261076923076822 0.8257076923076827 0.8227999999999901 0.8327384615384512 0.8295230769230666 0.824661538461531 0.8279384615384522 0.831384615384606 0.8315999999999897 0.8299538461538355 0.8200923076922991 0.8293076923076829 0.8287999999999905 0.8275230769230656 0.8320307692307581 0.8289384615384516 0.8303538461538362 0.8285230769230669 0.823092307692297 0.8280461538461444 0.8301384615384507 0.832092307692297 0.8302923076922977 0.8264615384615294 0.8275999999999897 0.8276153846153755 0.826353846153835 0.8275230769230673 0.8293692307692209 0.8314923076922963 0.8261846153846055 0.8281692307692204 0.8240615384615291 0.8274307692307594 0.8286307692307594 0.8297384615384509 0.8262153846153755 0.8304769230769136 0.8282923076922977 0.8281692307692209 0.8255692307692214 0.8258307692307592 0.8298769230769126 0.831738461538451 0.8204461538461449 0.8291384615384508 0.8279538461538354 0.8244461538461443 0.8250461538461452 0.8300153846153738 0.8277230769230681 0.8288923076922973 0.8275999999999908 0.8294615384615281 0.825353846153836 0.8285999999999897 0.8276923076922978 0.827646153846145 0.8330461538461423 0.8305999999999897 0.8267384615384515 0.8282461538461431 0.825507692307683 0.8293692307692211 0.8258153846153745 0.8271384615384515 0.8250307692307595 0.8286153846153743 0.8244461538461447 0.8281538461538367 0.8286461538461434 0.8313076923076814 0.8278307692307599 0.8210923076922977 0.8257538461538361 0.8283230769230664 0.8346307692307586 0.8261076923076828 0.8259692307692209 0.8281384615384525 0.8255230769230678 0.8242461538461456 0.8284153846153752 0.8257384615384512 0.8217846153846059 0.826076923076912 0.8243230769230676 0.8269692307692211 0.8263076923076816 0.8272461538461442 0.8305076923076821 0.8299999999999891 0.8321692307692207 0.825215384615375 0.8281692307692212 0.8250461538461442 0.8280923076922977 0.8269076923076832 0.8278461538461435 0.8291999999999905 0.826969230769221 0.8259999999999907 0.825953846153836 0.8274461538461432 0.823476923076914 0.8267846153846055 0.8291230769230659 0.8279076923076826 0.8355230769230666 0.8290307692307589 0.8250307692307588 0.8259384615384523 0.827446153846143 0.8272923076922977 0.8280307692307585 0.8285692307692214 0.8314923076922986 0.8281846153846046 0.8222461538461441 0.8260461538461434 0.8273538461538366 0.8292307692307584 0.8301846153846055 0.8333384615384519 0.8282923076922981 0.8302923076922963 0.8291692307692208 0.8269230769230675 0.8261230769230683 0.8290307692307597 0.8250923076922979 0.8287384615384515 0.8251538461538372 0.8296769230769124 0.8326769230769132 0.8254461538461437 0.8286153846153752 0.8292615384615286 0.8295230769230666 0.8267384615384521 0.8214307692307596 0.8238923076922977 0.8252769230769136 0.8249999999999905 0.8334615384615273 0.8255692307692213 0.8275076923076823 0.8274461538461435 0.8281846153846047 0.8344769230769126 0.8277384615384523 0.8310461538461441 0.829707692307683 0.8307846153846045 0.8252615384615285 0.82839999999999 0.8261538461538366 0.8273846153846052 0.823323076923067 0.8297384615384514 0.8327846153846049 0.827523076923068 0.8286769230769132 0.8275846153846047 0.8219538461538379 0.834953846153836 0.8243846153846071 0.8301384615384516 0.8253230769230676 0.8255384615384516 0.8253384615384518 0.8285692307692205 0.8286769230769124 0.8341538461538356 0.8298461538461439 0.8307538461538359 0.8274461538461443 0.8204615384615296 0.8317999999999892 0.8299692307692204 0.8254923076922984 0.8249846153846063 0.8291538461538368 0.8273692307692216 0.832292307692297 0.8311999999999902 0.8325384615384512 0.8265692307692225 0.8261846153846051 0.8305076923076828 0.826923076923067 0.8286461538461439 0.8292153846153749 0.8232769230769136 0.8304461538461436 0.8329692307692198 0.8282153846153739 0.8285076923076817 0.832384615384604 0.8314153846153742 0.8282461538461436 0.8252615384615295 0.8275230769230667 0.8317999999999899 0.8271384615384509 0.8306615384615276 0.8260307692307595 0.8290615384615285 0.8254461538461436 0.8310923076922981 0.826015384615375 0.8289692307692202 0.8304615384615281 0.8263384615384513 0.825323076923067 0.825892307692298 0.8309999999999895 0.8352769230769118 0.8266923076922974 0.8289692307692208 0.8237384615384522 0.8301230769230665 0.8237076923076825 0.829184615384604 0.8293384615384523 0.8247692307692217 0.8259692307692222 0.8277846153846042 0.8303692307692214 0.8282769230769135 0.8270923076922966 0.8274307692307593 0.8267999999999899 0.8307692307692209 0.8292153846153749 0.8275999999999906 0.8248461538461436 0.8311076923076813 0.827092307692298 0.8290615384615279 0.8253230769230683 0.8297384615384519 0.8263076923076823 0.8270461538461436 0.8321846153846046 0.8285076923076823 0.8303692307692215 0.8308615384615274 0.8285538461538365 0.8289846153846061 0.827707692307682 0.8287076923076813 0.8258461538461433 0.8298615384615282 0.8331846153846041 0.8320153846153742 0.8276307692307598 0.8247846153846063 0.8246615384615287 0.8259692307692212 0.8232615384615286 0.8234461538461446 0.8264461538461444 0.8309076923076828 0.8314461538461438 0.8286769230769129 0.8286615384615297 0.8283538461538356 0.8253076923076826 0.8266461538461436 0.8264769230769143 0.8294615384615284 0.8280153846153752 0.8325230769230663 0.8250307692307601 0.8259846153846064 0.8271538461538361 0.8280461538461434 0.8253384615384511 0.8268307692307584 0.827092307692297 0.8238461538461445 0.831399999999989 0.8279076923076821 0.8217538461538374 0.8269999999999891 0.8301076923076821 0.830507692307682 0.8253384615384526 0.8264769230769137 0.8297230769230663 0.8307846153846044 0.8307384615384513 0.8275384615384516 0.8253384615384517 0.8314769230769122 0.8336769230769122 0.8285384615384518 0.82616923076922 0.8285999999999906 0.8312307692307588 0.8245692307692206 0.8322615384615283 0.8293384615384525 0.8254461538461438 0.8317846153846057 0.8283692307692211 0.8310153846153745 0.8304769230769133 0.8228153846153758 0.8274615384615289 0.8294461538461432 0.8270153846153746 0.8318307692307593 0.830938461538452 0.8266769230769137 0.8320307692307584 0.824661538461529 0.8293692307692211 0.8249538461538367 0.8298153846153743 0.823969230769221 0.8307230769230662 0.8263846153846061 0.830846153846144 0.8239384615384525 0.8273846153846071 0.8304769230769118 0.823815384615376 0.8246307692307616 0.8317384615384503 0.8261538461538355 0.8241999999999905 0.8299538461538355 0.8323999999999891 0.8235999999999907 0.8319230769230672 0.8293846153846053 0.8252461538461445 0.8233538461538369 0.8294153846153741 0.8316615384615288 0.8263076923076823 0.8253999999999909 0.8289692307692207 0.8288307692307599 0.8286769230769134 0.8229538461538369 0.8280461538461439 0.8244615384615294 0.8324307692307579 0.8291384615384522 0.8257999999999902 0.8246615384615279 0.8255076923076825 0.8268153846153737 0.8309999999999903 0.8308307692307595 0.8301999999999896 0.8231230769230687 0.8232615384615306 0.8289538461538364 0.8323846153846053 0.8266615384615286 0.8314769230769137 0.8266307692307594 0.8283076923076825 0.8281999999999902 0.8285538461538368 0.8224461538461442 0.8294153846153738 0.8327230769230662 0.8234307692307592 0.8291846153846059 0.8279384615384522 0.8267230769230676 0.8224923076922985 0.8270923076922976 0.8295230769230675 0.82563076923076 0.8262769230769123 0.8264615384615283 0.8255999999999908 0.826446153846145 0.829538461538452 0.8275692307692213 0.8307692307692205 0.8265846153846057 0.8214153846153753 0.8337692307692203 0.8243384615384516 0.8325846153846055
3 175
0.6661384615384606 0.792123076923072
4 267
0.6001846153846154 0.6486769230769218 0.8658615384615204};
